,palavra,frequencia,sentimento
7101,gostam,1,positivo
7102,arrumada,1,positivo
7103,jun,1,positivo
7104,cheia,2,positivo
7105,descomplicado,1,positivo
7106,onrigada,1,positivo
7107,emissoras,1,positivo
7108,satelite,1,positivo
7109,globo,1,positivo
7110,gazeta,1,positivo
7111,primam,1,positivo
7112,imenso,1,positivo
7113,confer,1,positivo
7114,prixma,1,positivo
7115,costuma,1,positivo
7116,capacidade,4,positivo
7117,comunicacoes,2,positivo
7118,iniciais,1,positivo
7119,oitimo,1,positivo
7120,soltando,1,positivo
7121,descritos,1,positivo
7122,armazenado,2,positivo
7123,trabaho,1,positivo
7124,aparecem,2,positivo
7125,acolheram,2,positivo
7126,dolce,1,positivo
7127,gabbana,1,positivo
7128,notas,1,positivo
7129,tradicionalmente,1,positivo
7130,masculina,1,positivo
7131,vintage,1,positivo
7132,db,1,positivo
7133,responsaveresponsaveis,1,positivo
7134,marileide,1,positivo
7135,donesperwdo,1,positivo
7136,abs,3,positivo
7137,atendildo,1,positivo
7138,transportada,1,positivo
7139,intens,1,positivo
7140,mamadeiras,2,positivo
7141,philips,1,positivo
7142,avent,1,positivo
7143,papais,1,positivo
7144,mamaes,1,positivo
7145,correspondendo,1,positivo
7146,roupinha,1,positivo
7147,fisionomia,1,positivo
7148,vizualizado,1,positivo
7149,tm,1,positivo
7150,acontecido,1,positivo
7151,ollist,1,positivo
7152,encomendar,1,positivo
7153,ultimas,2,positivo
7154,fiche,1,positivo
7155,traca,1,positivo
7156,mando,1,positivo
7157,visando,1,positivo
7158,estilosos,1,positivo
7159,fashion,1,positivo
7160,veiculos,1,positivo
7161,dira,1,positivo
7162,fluxo,1,positivo
7163,cmprei,1,positivo
7164,perspectivas,2,positivo
7165,indentico,1,positivo
7166,escalacao,1,positivo
7167,obgada,1,positivo
7168,antecipando,1,positivo
7169,mai,2,positivo
7170,mudam,1,positivo
7171,ptoduto,1,positivo
7172,gerais,1,positivo
7173,antecendencia,1,positivo
7174,room,1,positivo
7175,extremamento,1,positivo
7176,divertido,3,positivo
7177,artesa,1,positivo
7178,pintar,1,positivo
7179,derrame,1,positivo
7180,espuma,1,positivo
7181,fofinha,1,positivo
7182,grandinha,1,positivo
7183,dog,1,positivo
7184,satrisfeito,1,positivo
7185,funcionava,3,positivo
7186,paulo,3,positivo
7187,roberto,1,positivo
7188,dalben,1,positivo
7189,catarina,1,positivo
7190,itajai,1,positivo
7191,bosta,1,positivo
7192,apresentavel,2,positivo
7193,gastar,1,positivo
7194,dacilita,1,positivo
7195,autorizaram,1,positivo
7196,emitiram,1,positivo
7197,estetico,1,positivo
7198,hulk,1,positivo
7199,meios,3,positivo
7200,danificacao,2,positivo
7201,ajude,1,positivo
7202,made,1,positivo
7203,forro,1,positivo
7204,resina,1,positivo
7205,estabelido,1,positivo
7206,coifa,1,positivo
7207,digitado,1,positivo
7208,esportivo,1,positivo
7209,refiro,1,positivo
7210,funcifuncional,1,positivo
7211,brilhoso,2,positivo
7212,pentear,1,positivo
7213,smart,1,positivo
7214,triciclo,1,positivo
7215,calca,1,positivo
7216,bauleto,1,positivo
7217,tornando,1,positivo
7218,rotina,1,positivo
7219,batedor,1,positivo
7220,peli,1,positivo
7221,remedios,1,positivo
7222,lindooooooo,1,positivo
7223,agilizar,1,positivo
7224,soquete,1,positivo
7225,correspondia,1,positivo
7226,conquista,1,positivo
7227,comfiavel,1,positivo
7228,saias,1,positivo
7229,descontado,1,positivo
7230,lendo,1,positivo
7231,emeil,1,positivo
7232,dificudades,1,positivo
7233,cendo,1,positivo
7234,guando,2,positivo
7235,desbaste,1,positivo
7236,muuuiiita,1,positivo
7237,certaaaa,1,positivo
7238,qualifico,1,positivo
7239,mejor,1,positivo
7240,es,1,positivo
7241,entregan,1,positivo
7242,correos,1,positivo
7243,libre,1,positivo
7244,gusta,1,positivo
7245,esperva,1,positivo
7246,perdure,1,positivo
7247,tvs,1,positivo
7248,entradas,1,positivo
7249,naofoi,1,positivo
7250,garanto,1,positivo
7251,descarregando,1,positivo
7252,faze,1,positivo
7253,recusei,2,positivo
7254,desistencia,1,positivo
7255,bonitinha,1,positivo
7256,tiramos,1,positivo
7257,volumes,1,positivo
7258,absorventes,1,positivo
7259,descartaveis,1,positivo
7260,atendentes,1,positivo
7261,muuito,1,positivo
7262,continuarem,1,positivo
7263,busco,1,positivo
7264,filhotes,2,positivo
7265,esquadro,1,positivo
7266,empenado,1,positivo
7267,muiot,1,positivo
7268,amostras,1,positivo
7269,rogo,1,positivo
7270,permanecam,1,positivo
7271,pagaram,1,positivo
7272,assinatura,1,positivo
7273,anual,1,positivo
7274,vwue,1,positivo
7275,pedidp,1,positivo
7276,concretas,1,positivo
7277,conjuntos,1,positivo
7278,figurar,1,positivo
7279,dispensa,1,positivo
7280,esverdeado,1,positivo
7281,alimenta,2,positivo
7282,digino,1,positivo
7283,topzao,1,positivo
7284,queixar,1,positivo
7285,rotineira,1,positivo
7286,intalado,1,positivo
7287,obras,1,positivo
7288,abisurdo,1,positivo
7289,www,1,positivo
7290,merecedora,1,positivo
7291,chegouu,1,positivo
7292,oootimo,1,positivo
7293,atraente,1,positivo
7294,francisco,1,positivo
7295,estregas,1,positivo
7296,comecaram,1,positivo
7297,nd,2,positivo
7298,borboleta,1,positivo
7299,equivocado,1,positivo
7300,paises,1,positivo
7301,aremos,1,positivo
7302,ciencia,1,positivo
7303,pendentejjhhh,1,positivo
7304,polipropileno,1,positivo
7305,buscava,2,positivo
7306,ameiiiiiiiiiiiiiiiiiiii,1,positivo
7307,aves,2,positivo
7308,manteve,1,positivo
7309,cascata,3,positivo
7310,fibra,1,positivo
7311,duper,1,positivo
7312,agradec,1,positivo
7313,pelinhos,1,positivo
7314,podesse,1,positivo
7315,blza,2,positivo
7316,bomm,1,positivo
7317,indicou,1,positivo
7318,ntes,1,positivo
7319,vantagens,1,positivo
7320,correr,1,positivo
7321,prei,1,positivo
7322,detalahe,1,positivo
7323,st,1,positivo
7324,inalado,1,positivo
7325,residente,1,positivo
7326,encontraram,1,positivo
7327,issso,1,positivo
7328,basico,1,positivo
7329,adequadas,1,positivo
7330,enxaqueca,1,positivo
7331,olheiras,1,positivo
7332,embalando,1,positivo
7333,falei,1,positivo
7334,coloquem,1,positivo
7335,okok,1,positivo
7336,parace,1,positivo
7337,trataram,1,positivo
7338,recomendadissimos,1,positivo
7339,solicitarei,1,positivo
7340,independentemente,1,positivo
7341,fabricado,2,positivo
7342,policia,1,positivo
7343,city,1,positivo
7344,compensar,1,positivo
7345,doacao,1,positivo
7346,puf,2,positivo
7347,bandeira,1,positivo
7348,chateado,1,positivo
7349,ocasionou,1,positivo
7350,rasgar,1,positivo
7351,completinho,1,positivo
7352,ceertinho,1,positivo
7353,colocam,1,positivo
7354,afiacao,1,positivo
7355,pedimos,1,positivo
7356,parafusei,1,positivo
7357,fiqei,1,positivo
7358,cranio,1,positivo
7359,estrategia,1,positivo
7360,agarra,1,positivo
7361,napa,1,positivo
7362,estipular,1,positivo
7363,rcemessa,1,positivo
7364,envolvente,2,positivo
7365,cendexor,1,positivo
7366,indicadas,1,positivo
7367,assistido,1,positivo
7368,fixado,2,positivo
7369,futura,1,positivo
7370,voa,1,positivo
7371,limitacoes,1,positivo
7372,duram,1,positivo
7373,demos,1,positivo
7374,age,1,positivo
7375,retornou,1,positivo
7376,merecadorias,1,positivo
7377,infra,1,positivo
7378,caprichada,1,positivo
7379,delicadi,1,positivo
7380,apresente,1,positivo
7381,futuros,1,positivo
7382,om,3,positivo
7383,imperfeicoes,1,positivo
7384,faturar,2,positivo
7385,cnpj,1,positivo
7386,completar,1,positivo
7387,xa,1,positivo
7388,pontualidades,1,positivo
7389,grudada,1,positivo
7390,exagerado,2,positivo
7391,glosss,1,positivo
7392,fox,1,positivo
7393,vantajoso,1,positivo
7394,incomodar,1,positivo
7395,priduto,1,positivo
7396,erros,2,positivo
7397,incentivei,1,positivo
7398,fieis,1,positivo
7399,ecotank,1,positivo
7400,sapato,1,positivo
7401,satisfesta,1,positivo
7402,coma,1,positivo
7403,satisfito,1,positivo
7404,esquadros,1,positivo
7405,compasso,1,positivo
7406,regua,1,positivo
7407,lapiseiras,1,positivo
7408,prestezas,1,positivo
7409,transporta,1,positivo
7410,piramide,1,positivo
7411,octogonal,1,positivo
7412,concluir,1,positivo
7413,reabertos,1,positivo
7414,prestando,1,positivo
7415,surpreendo,1,positivo
7416,executada,1,positivo
7417,anunciaram,1,positivo
7418,recortado,1,positivo
7419,daquilo,1,positivo
7420,ligassem,1,positivo
7421,antescedencia,1,positivo
7422,oiiii,1,positivo
7423,enedina,1,positivo
7424,plug,1,positivo
7425,microfones,1,positivo
7426,satisifeito,1,positivo
7427,arrisque,1,positivo
7428,aproveitavel,1,positivo
7429,fumaca,1,positivo
7430,dependesse,1,positivo
7431,sairia,1,positivo
7432,dagua,1,positivo
7433,perfuma,1,positivo
7434,dona,1,positivo
7435,faxina,1,positivo
7436,flamengo,1,positivo
7437,caros,1,positivo
7438,empresadas,1,positivo
7439,associadas,1,positivo
7440,degustando,1,positivo
7441,cafezinho,1,positivo
7442,moido,1,positivo
7443,preparado,1,positivo
7444,prensa,1,positivo
7445,francesa,1,positivo
7446,muitoa,1,positivo
7447,prejudica,1,positivo
7448,sensibilidade,1,positivo
7449,touch,1,positivo
7450,fidget,1,positivo
7451,spinner,1,positivo
7452,morcego,1,positivo
7453,batman,2,positivo
7454,roldaninhas,1,positivo
7455,enferrujadas,1,positivo
7456,abrimos,1,positivo
7457,picadinho,2,positivo
7458,empregada,1,positivo
7459,corolla,2,positivo
7460,agencias,1,positivo
7461,ido,1,positivo
7462,confirma,1,positivo
7463,repetirei,1,positivo
7464,correia,1,positivo
7465,jjjjjj,1,positivo
7466,atentar,1,positivo
7467,diferenciado,1,positivo
7468,apertou,1,positivo
7469,bonitoa,1,positivo
7470,podiam,1,positivo
7471,lega,1,positivo
7472,parecida,1,positivo
7473,patines,1,positivo
7474,comentar,1,positivo
7475,jegue,1,positivo
7476,treze,1,positivo
7477,gerada,1,positivo
7478,planeta,1,positivo
7479,vazer,1,positivo
7480,previsa,1,positivo
7481,lhasa,1,positivo
7482,molha,2,positivo
7483,chegarao,1,positivo
7484,google,1,positivo
7485,carne,1,positivo
7486,bandeja,1,positivo
7487,nei,1,positivo
7488,benefecio,1,positivo
7489,pensado,1,positivo
7490,parabensssssss,1,positivo
7491,estarem,1,positivo
7492,sincronizadas,1,positivo
7493,melhorado,1,positivo
7494,rabido,1,positivo
7495,pague,1,positivo
7496,garantindo,1,positivo
7497,medi,1,positivo
7498,passado,2,positivo
7499,prendeu,1,positivo
7500,ficado,1,positivo
7501,lilas,1,positivo
7502,desperta,1,positivo
7503,finas,2,positivo
7504,pecaram,1,positivo
7505,infinito,1,positivo
7506,grotesca,1,positivo
7507,sobrando,1,positivo
7508,varidade,1,positivo
7509,friozinho,1,positivo
7510,sul,2,positivo
7511,acompanhace,1,positivo
7512,tinua,1,positivo
7513,anzol,1,positivo
7514,vermelhos,1,positivo
7515,nacional,1,positivo
7516,dados,1,positivo
7517,avisou,3,positivo
7518,dorei,1,positivo
7519,custou,1,positivo
7520,escada,3,positivo
7521,drive,1,positivo
7522,foce,1,positivo
7523,cargo,1,positivo
7524,inconfiavel,1,positivo
7525,suportou,1,positivo
7526,estavel,1,positivo
7527,execlente,1,positivo
7528,estrimado,1,positivo
7529,fornecedora,2,positivo
7530,anf,1,positivo
7531,chip,1,positivo
7532,code,2,positivo
7533,configuracao,1,positivo
7534,configura,1,positivo
7535,levanta,1,positivo
7536,pernas,1,positivo
7537,investir,1,positivo
7538,cel,1,positivo
7539,coleirinhas,1,positivo
7540,cobrassem,1,positivo
7541,marcar,2,positivo
7542,chamada,1,positivo
7543,desbloquear,1,positivo
7544,figurinhas,1,positivo
7545,album,3,positivo
7546,procuramos,2,positivo
7547,cuidar,1,positivo
7548,firenze,1,positivo
7549,cosmeticos,1,positivo
7550,praticante,1,positivo
7551,inline,1,positivo
7552,ps,1,positivo
7553,configurado,1,positivo
7554,obriga,1,positivo
7555,qbex,1,positivo
7556,hs,1,positivo
7557,resumem,1,positivo
7558,enselente,1,positivo
7559,cabide,1,positivo
7560,cancelada,2,positivo
7561,mito,2,positivo
7562,honestissima,1,positivo
7563,insetos,1,positivo
7564,adereco,1,positivo
7565,correntinho,1,positivo
7566,queram,1,positivo
7567,polo,1,positivo
7568,sedan,1,positivo
7569,fechamento,1,positivo
7570,troxar,1,positivo
7571,caldeirao,1,positivo
7572,entrem,1,positivo
7573,bolsinhas,1,positivo
7574,coloridas,1,positivo
7575,navegar,1,positivo
7576,larga,1,positivo
7577,arraste,1,positivo
7578,troquei,1,positivo
7579,intereesse,1,positivo
7580,amarga,1,positivo
7581,tomado,1,positivo
7582,convenio,1,positivo
7583,suges,1,positivo
7584,hidratado,1,positivo
7585,brilhante,2,positivo
7586,americanaa,1,positivo
7587,eletro,4,positivo
7588,golpe,1,positivo
7589,cubro,1,positivo
7590,epocas,1,positivo
7591,fortalecedor,1,positivo
7592,mavala,1,positivo
7593,ecom,1,positivo
7594,recente,1,positivo
7595,lugares,1,positivo
7596,atendimentatendimento,1,positivo
7597,dever,1,positivo
7598,assadeiras,1,positivo
7599,bunito,1,positivo
7600,envelopes,1,positivo
7601,melissa,1,positivo
7602,encolheu,1,positivo
7603,bases,3,positivo
7604,cordinha,1,positivo
7605,pratilheiras,1,positivo
7606,perfil,1,positivo
7607,monitor,1,positivo
7608,atualizei,1,positivo
7609,timos,1,positivo
7610,tudos,1,positivo
7611,timas,1,positivo
7612,desconfianca,1,positivo
7613,player,1,positivo
7614,satisfeitamiga,1,positivo
7615,liv,1,positivo
7616,conter,2,positivo
7617,encantado,1,positivo
7618,gatos,1,positivo
7619,xixi,1,positivo
7620,pastilhas,1,positivo
7621,benefico,1,positivo
7622,falho,1,positivo
7623,prasos,1,positivo
7624,ameei,1,positivo
7625,cereteza,1,positivo
7626,complicacao,1,positivo
7627,long,2,positivo
7628,basear,1,positivo
7629,recurso,1,positivo
7630,peruca,1,positivo
7631,opaco,1,positivo
7632,bommmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,positivo
7633,nobre,1,positivo
7634,pokemon,1,positivo
7635,silzete,1,positivo
7636,kkkkkk,3,positivo
7637,peoduto,2,positivo
7638,medica,1,positivo
7639,barbie,1,positivo
7640,precaria,1,positivo
7641,latinha,1,positivo
7642,amassadinha,1,positivo
7643,pigmentacao,1,positivo
7644,calculadoras,1,positivo
7645,idoneos,1,positivo
7646,incomodando,1,positivo
7647,purificador,1,positivo
7648,polar,1,positivo
7649,diferenciada,1,positivo
7650,roda,2,positivo
7651,coprei,1,positivo
7652,pous,1,positivo
7653,despachos,1,positivo
7654,maquiagem,1,positivo
7655,secura,1,positivo
7656,desanimador,1,positivo
7657,emio,1,positivo
7658,brigada,1,positivo
7659,bloqueado,1,positivo
7660,bloqueando,1,positivo
7661,pruduro,1,positivo
7662,emtrega,1,positivo
7663,registrar,1,positivo
7664,ler,1,positivo
7665,muimuito,1,positivo
7666,prcisar,1,positivo
7667,submersa,1,positivo
7668,privadas,1,positivo
7669,burocratico,1,positivo
7670,goatei,1,positivo
7671,headset,1,positivo
7672,eastgate,1,positivo
7673,max,1,positivo
7674,bass,1,positivo
7675,veracidade,1,positivo
7676,idoneidade,1,positivo
7677,entregouno,1,positivo
7678,reco,1,positivo
7679,comunicada,1,positivo
7680,realizadissimo,1,positivo
7681,denis,1,positivo
7682,rodo,1,positivo
7683,centrifuga,1,positivo
7684,esfregao,1,positivo
7685,umido,1,positivo
7686,trocarei,1,positivo
7687,bruna,1,positivo
7688,contendo,2,positivo
7689,apagadinha,1,positivo
7690,ohlala,1,positivo
7691,chicco,1,positivo
7692,levissimo,2,positivo
7693,gerou,3,positivo
7694,exagerou,1,positivo
7695,sustentabilidade,1,positivo
7696,simulacao,1,positivo
7697,desenhado,1,positivo
7698,amenizar,1,positivo
7699,explicacao,2,positivo
7700,rapidi,1,positivo
7701,sucedido,1,positivo
7702,seguramente,1,positivo
7703,obq,1,positivo
7704,inclina,1,positivo
7705,pinico,1,positivo
7706,colocasse,1,positivo
7707,sentar,1,positivo
7708,desloca,1,positivo
7709,discriminado,2,positivo
7710,sempreebommelhorar,1,positivo
7711,adotando,1,positivo
7712,estrias,1,positivo
7713,clarearam,1,positivo
7714,deixarem,1,positivo
7715,chamar,2,positivo
7716,combin,1,positivo
7717,ado,1,positivo
7718,ajudo,1,positivo
7719,mantimentos,1,positivo
7720,posse,1,positivo
7721,duto,1,positivo
7722,demorarao,1,positivo
7723,essencial,1,positivo
7724,lojja,1,positivo
7725,pxm,1,positivo
7726,atentei,1,positivo
7727,brindex,1,positivo
7728,menir,1,positivo
7729,finalizar,2,positivo
7730,facada,1,positivo
7731,pegou,2,positivo
7732,plazo,2,positivo
7733,antedimento,1,positivo
7734,mails,1,positivo
7735,emalado,1,positivo
7736,apaga,1,positivo
7737,aferir,1,positivo
7738,incomodo,1,positivo
7739,empecavel,1,positivo
7740,evitem,1,positivo
7741,transportadoras,3,positivo
7742,instituicao,1,positivo
7743,encontram,1,positivo
7744,trocaram,1,positivo
7745,disponibilizando,1,positivo
7746,voltasse,1,positivo
7747,invisivel,1,positivo
7748,depilacao,1,positivo
7749,cera,1,positivo
7750,superrrr,1,positivo
7751,optado,1,positivo
7752,perspectiva,1,positivo
7753,devidas,1,positivo
7754,providencias,1,positivo
7755,preci,1,positivo
7756,correspondem,1,positivo
7757,arrependido,1,positivo
7758,sandalia,1,positivo
7759,corrreto,1,positivo
7760,onus,1,positivo
7761,posicionando,1,positivo
7762,maringa,1,positivo
7763,tonerbras,1,positivo
7764,dava,1,positivo
7765,proso,1,positivo
7766,gesieli,1,positivo
7767,iluminado,1,positivo
7768,busquei,1,positivo
7769,marreta,1,positivo
7770,george,1,positivo
7771,chover,1,positivo
7772,molhado,1,positivo
7773,conecar,1,positivo
7774,enjoado,1,positivo
7775,notei,1,positivo
7776,reotilizar,1,positivo
7777,rewcomendo,1,positivo
7778,corria,1,positivo
7779,destoou,1,positivo
7780,abcs,1,positivo
7781,recomendp,1,positivo
7782,curso,1,positivo
7783,enfermagem,1,positivo
7784,acessorio,1,positivo
7785,etregou,1,positivo
7786,fracionados,1,positivo
7787,aceito,1,positivo
7788,tah,1,positivo
7789,atendei,1,positivo
7790,consequencia,1,positivo
7791,curriculum,1,positivo
7792,mentario,1,positivo
7793,banhao,1,positivo
7794,virao,1,positivo
7795,cupom,1,positivo
7796,jduddjjd,1,positivo
7797,resenhas,1,positivo
7798,churrasqueira,1,positivo
7799,xego,1,positivo
7800,cida,1,positivo
7801,repente,1,positivo
7802,fogoes,1,positivo
7803,baratheonr,2,positivo
7804,filtra,1,positivo
7805,reclame,1,positivo
7806,agendar,1,positivo
7807,escolermos,1,positivo
7808,fama,1,positivo
7809,dicas,1,positivo
7810,vvrecomendo,1,positivo
7811,fasso,1,positivo
7812,esteticamente,1,positivo
7813,direct,1,positivo
7814,diminuissem,1,positivo
7815,eua,1,positivo
7816,coberdron,1,positivo
7817,identificacao,1,positivo
7818,avalir,1,positivo
7819,caracteres,1,positivo
7820,heim,1,positivo
7821,satisfeiro,1,positivo
7822,perfeira,1,positivo
7823,consideravelmente,1,positivo
7824,ineira,1,positivo
7825,entrgou,1,positivo
7826,janieide,1,positivo
7827,imformacao,1,positivo
7828,optimum,1,positivo
7829,observacoes,1,positivo
7830,rdgs,1,positivo
7831,venezianas,1,positivo
7832,mazon,1,positivo
7833,duras,1,positivo
7834,barulinho,1,positivo
7835,clicar,1,positivo
7836,scanner,1,positivo
7837,jetta,1,positivo
7838,representando,1,positivo
7839,certificar,1,positivo
7840,fizer,1,positivo
7841,qualidsde,1,positivo
7842,peugeot,1,positivo
7843,barrro,1,positivo
7844,nuuto,1,positivo
7845,bmuuto,1,positivo
7846,emperfeitas,1,positivo
7847,naravilhoso,1,positivo
7848,sentaram,1,positivo
7849,destruida,2,positivo
7850,encaixei,1,positivo
7851,conectou,1,positivo
7852,honrou,2,positivo
7853,cf,1,positivo
7854,sogra,1,positivo
7855,indiscutivel,1,positivo
7856,horizonte,1,positivo
7857,boris,1,positivo
7858,oram,1,positivo
7859,rocomendo,1,positivo
7860,repositor,1,positivo
7861,contornei,1,positivo
7862,direta,1,positivo
7863,spell,1,positivo
7864,victoria,1,positivo
7865,secret,1,positivo
7866,contunuem,1,positivo
7867,confortavelmente,1,positivo
7868,zipers,1,positivo
7869,trilhos,1,positivo
7870,robustos,1,positivo
7871,arvore,1,positivo
7872,comida,1,positivo
7873,copo,1,positivo
7874,adaptaveis,1,positivo
7875,dissolve,1,positivo
7876,anabolizantes,1,positivo
7877,preserve,1,positivo
7878,inteligencia,1,positivo
7879,lindu,1,positivo
7880,propraganda,1,positivo
7881,inspiracoes,1,positivo
7882,transacoes,1,positivo
7883,innorme,1,positivo
7884,onestide,1,positivo
7885,fosco,1,positivo
7886,emprese,1,positivo
7887,pretendido,1,positivo
7888,recem,1,positivo
7889,jone,1,positivo
7890,nso,1,positivo
7891,xateada,1,positivo
7892,js,1,positivo
